Chapter,Verse,Meaning,label,clean_teks
99,3,"dan manusia bertanya: ""Mengapa bumi (menjadi begini)?"",",lainnya,manusia tanya bumi jadi begini
99,4,"pada hari itu bumi menceritakan beritanya,",lainnya,hari bumi cerita berita
99,5,karena sesungguhnya Tuhanmu telah memerintahkan (yang sedemikian itu) kepadanya.,lainnya,sungguh tuhan perintah demikian kepada
99,6,"Pada hari itu manusia ke luar dari kuburnya dalam keadaan bermacam-macam, supaya diperlihatkan kepada mereka (balasan) pekerjaan mereka,",kiamat,hari manusia luar kubur ada macam macam lihat balas kerja mereka
99,7,"Barangsiapa yang mengerjakan kebaikan seberat dzarrahpun, niscaya dia akan melihat (balasan)nya.",kiamat,barangsiapa kerja baik berat dzarrahpun niscaya akan lihat balas nya
99,8,"Dan barangsiapa yang mengerjakan kejahatan sebesar dzarrahpun, niscaya dia akan melihat (balasan)nya pula.",kiamat,barangsiapa kerja jahat besar dzarrahpun niscaya akan lihat balas nya
100,1,"Demi kuda perang yang berlari kencang dengan terengah-engah,",lainnya,kuda perang lari kencang engah engah
100,2,"dan kuda yang mencetuskan api dengan pukulan (kuku kakinya),",lainnya,kuda cetus api pukul kuku kaki
100,3,"dan kuda yang menyerang dengan tiba-tiba di waktu pagi,",lainnya,kuda serang tiba tiba waktu pagi
100,4,"maka ia menerbangkan debu,",lainnya,ia terbang debu
100,5,"dan menyerbu ke tengah-tengah kumpulan musuh,",lainnya,serbu tengah tengah kumpul musuh
100,6,"sesungguhnya manusia itu sangat ingkar, tidak berterima kasih kepada Tuhannya,",lainnya,sungguh manusia sangat ingkar terima kasih tuhan
100,7,"dan sesungguhnya manusia itu menyaksikan (sendiri) keingkarannya,",lainnya,sungguh manusia saksi sendiri ingkar
100,8,dan sesungguhnya dia sangat bakhil karena cintanya kepada harta.,lainnya,sungguh sangat bakhil cinta harta
100,9,"Maka apakah dia tidak mengetahui apabila dibangkitkan apa yang ada di dalam kubur,",kiamat,apakah tidak tahu apabila bangkit apa ada dalam kubur
100,10,"dan dilahirkan apa yang ada di dalam dada,",lainnya,lahir apa ada dalam dada
100,11,sesungguhnya Tuhan mereka pada hari itu Maha Mengetahui keadaan mereka.,lainnya,sungguh tuhan pada hari maha tahu mereka
101,1,"Hari Kiamat,",kiamat,hari kiamat
101,2,apakah hari Kiamat itu?,kiamat,hari kiamat
101,3,Tahukah kamu apakah hari Kiamat itu?,kiamat,tahu kamu hari kiamat
101,4,"Pada hari itu manusia adalah seperti anai-anai yang bertebaran,",kiamat,hari manusia seperti ana ana tebar
101,5,dan gunung-gunung adalah seperti bulu yang dihambur-hamburkan.,kiamat,gunung gunung seperti bulu hambur hambur
101,6,"Dan adapun orang-orang yang berat timbangan (kebaikan)nya,",hisab,adapun orang orang berat timbang baik nya
101,7,maka dia berada dalam kehidupan yang memuaskan.,surga,dia dalam hidup muas
101,8,"Dan adapun orang-orang yang ringan timbangan (kebaikan)nya,",hisab,adapun orang orang ringan timbang baik nya
101,9,maka tempat kembalinya adalah neraka Hawiyah.,neraka,tempat adalah neraka hawiyah
101,10,Tahukah kamu apakah neraka Hawiyah itu?,neraka,tahu kamu neraka hawiyah
101,11,(Yaitu) api yang sangat panas.,neraka,api sangat panas
102,1,"Bermegah-megahan telah melalaikan kamu,",lainnya,megah megah lalai kamu
102,2,sampai kamu masuk ke dalam kubur.,kiamat,kamu masuk dalam kubur
102,3,"sekali-kali tidak! kelak kamu akan mengetahui (akibat perbuatanmu itu),",hisab,sekali kali kelak kamu tahu akibat buat
102,4,Kemudia sekali-kali tidak! kelak kamu akan mengetahui.,lainnya,kemudia sekali kali kelak kamu tahu
102,5,sekali-kali tidak! Sekiranya kamu mengetahui dengan pasti.,lainnya,sekali kali sekira kamu tahu pasti
102,6,"niscaya kamu benar-benar akan melihat neraka Jahiim,",neraka,niscaya kamu benar benar lihat neraka jahiim
102,7,dan sesungguhnya kamu benar-benar akan melihatnya dengan ?ainul yaqin.,lainnya,sungguh kamu benar benar lihat ainul yaqin
102,8,kemudian kamu pasti akan ditanyai pada hari itu tentang kenikmatan (yang kamu megah-megahkan di dunia itu).,hisab,kemudian kamu akan tanya hari tentang nikmat kamu megah megah dunia
103,1,Demi masa.,lainnya,masa
103,2,"Sesungguhnya manusia itu benar-benar dalam kerugian,",lainnya,sungguh manusia benar benar rugi
103,3,kecuali orang-orang yang beriman dan mengerjakan amal saleh dan nasehat menasehati supaya mentaati kebenaran dan nasehat menasehati supaya menetapi kesabaran.,lainnya,orang orang iman kerja amal saleh nasehat nasehat taat benar nasehat nasehat tetapi sabar
104,1,"Kecelakaanlah bagi setiap pengumpat lagi pencela,",neraka,celaka tiap umpat cela
104,2,"yang mengumpulkan harta dan menghitung-hitung,",neraka,kumpul harta hitung hitung
104,3,"dia mengira bahwa hartanya itu dapat mengkekalkannya,",neraka,ira harta dapat kekal
104,4,sekali-kali tidak! Sesungguhnya dia benar-benar akan dilemparkan ke dalam Huthamah.,neraka,sekali kali sungguh benar benar lempar dalam huthamah
104,5,Dan tahukah kamu apa Huthamah itu?,neraka,tahu kamu apa huthamah
104,6,"(yaitu) api (yang disediakan) Allah yang dinyalakan,",neraka,api sedia allah nyala
104,7,yang (membakar) sampai ke hati.,neraka,bakar ke hati
104,8,"Sesungguhnya api itu ditutup rapat atas mereka,",neraka,sungguh api tutup rapat atas
104,9,(sedang mereka itu) diikat pada tiang-tiang yang panjang.,neraka,sedang itu ikat tiang tiang panjang
105,1,Apakah kamu tidak memperhatikan bagaimana Tuhanmu telah bertindak terhadap tentara bergajah?,lainnya,kamu perhati bagaimana tuhan tindak hadap tentara gajah
105,2,Bukankah Dia telah menjadikan tipu daya mereka (untuk menghancurkan Ka?bah) itu sia-sia?,lainnya,bukankah telah jadi tipu daya untuk hancur ka bah sia sia
105,3,"dan Dia mengirimkan kapada mereka burung yang berbondong-bondong,",lainnya,dia kirim kapada burung bondong bondong
105,4,"yang melempari mereka dengan batu (berasal) dari tanah yang terbakar,",lainnya,lempari dengan batu asal tanah bakar
105,5,lalu Dia menjadikan mereka seperti daun-daun yang dimakan (ulat).,lainnya,lalu jadi seperti daun daun makan ulat
106,1,"Karena kebiasaan orang-orang Quraisy,",lainnya,biasa orang orang quraisy
106,2,(yaitu) kebiasaan mereka bepergian pada musim dingin dan musim panas.,lainnya,biasa pergi musim dingin musim panas
106,3,Maka hendaklah mereka menyembah Tuhan Pemilik rumah ini (Ka?bah).,lainnya,hendak sembah tuhan milik rumah ka bah
106,4,Yang telah memberi makanan kepada mereka untuk menghilangkan lapar dan mengamankan mereka dari ketakutan.,lainnya,telah beri makan hilang lapar aman mereka dari takut
107,1,Tahukah kamu (orang) yang mendustakan agama?,lainnya,tahu kamu orang dusta agama
107,2,"Itulah orang yang menghardik anak yatim,",lainnya,orang hardik anak yatim
107,3,dan tidak menganjurkan memberi makan orang miskin.,lainnya,tidak anjur beri makan orang miskin
107,4,"Maka kecelakaanlah bagi orang-orang yang shalat,",neraka,celaka orang orang shalat
107,5,"(yaitu) orang-orang yang lalai dari shalatnya,",neraka,orang orang lalai shalatnya
107,6,"orang-orang yang berbuat riya,",neraka,orang orang buat riya
107,7,dan enggan (menolong dengan) barang berguna.,lainnya,enggan dengan barang
108,1,Sesungguhnya Kami telah memberikan kepadamu nikmat yang banyak.,lainnya,sungguh telah beri nikmat banyak
108,2,Maka dirikanlah shalat karena Tuhanmu; dan berkorbanlah.,lainnya,diri shalat tuhan korban
108,3,Sesungguhnya orang-orang yang membenci kamu dialah yang terputus.,lainnya,sungguh orang orang benci kamu yang putus
109,1,"Katakanlah: ""Hai orang-orang kafir,",lainnya,kata hai orang orang kafir
109,2,Aku tidak akan menyembah apa yang kamu sembah.,lainnya,aku akan sembah apa kamu sembah
109,3,Dan kamu bukan penyembah Tuhan yang aku sembah.,lainnya,kamu bukan sembah tuhan aku sembah
109,4,"Dan aku tidak pernah menjadi penyembah apa yang kamu sembah,",lainnya,aku pernah jadi sembah apa kamu sembah
109,5,dan kamu tidak pernah (pula) menjadi penyembah Tuhan yang aku sembah.,lainnya,kamu pernah jadi sembah tuhan aku sembah
109,6,"Untukmu agamamu, dan untukkulah, agamaku"".",lainnya,agama untuk agama
110,1,"Apabila telah datang pertolongan Allah dan kemenangan,",surga,apabila datang allah menang
110,2,"dan kamu lihat manusia masuk agama Allah dengan berbondong-bondong,",lainnya,kamu lihat manusia masuk agama allah bondong bondong
110,3,maka bertasbihlah dengan memuji Tuhanmu dan mohonlah ampun kepada-Nya. Sesungguhnya Dia adalah Maha Penerima taubat.,lainnya,tasbih puji tuhan mohon ampun nya sungguh adalah maha terima taubat
111,1,Binasalah kedua tangan Abu Lahab dan sesungguhnya dia akan binasa.,neraka,binasa tangan abu lahab sungguh akan binasa
111,2,Tidaklah berfaedah kepadanya harta bendanya dan apa yang ia usahakan.,lainnya,faedah harta benda apa ia usaha
111,3,Kelak dia akan masuk ke dalam api yang bergejolak.,neraka,kelak akan masuk dalam api gejolak
111,4,"Dan (begitu pula) istrinya, pembawa kayu bakar.",lainnya,begitu istri bawa kayu bakar
111,5,Yang di lehernya ada tali dari sabut.,lainnya,di leher tali sabut
112,1,"Katakanlah: ""Dialah Allah, Yang Maha Esa.",lainnya,kata allah maha esa
112,2,Allah adalah Tuhan yang bergantung kepada-Nya segala sesuatu.,lainnya,allah tuhan gantung nya segala
112,3,"Dia tiada beranak dan tidak pula diperanakkan,",lainnya,tiada anak tidak anak
112,4,"dan tidak ada seorangpun yang setara dengan Dia"".",lainnya,tidak orang tara dia
113,1,"Katakanlah: ""Aku berlindung kepada Tuhan Yang Menguasai subuh,",lainnya,kata aku lindung tuhan kuasa subuh
113,2,"dari kejahatan makhluk-Nya,",lainnya,jahat makhluk nya
113,3,"dan dari kejahatan malam apabila telah gelap gulita,",lainnya,dari jahat malam apabila gelap gulita
113,4,"dan dari kejahatan wanita-wanita tukang sihir yang menghembus pada buhul-buhul,",lainnya,dari jahat wanita wanita tukang sihir hembus buhul buhul
113,5,"dan dari kejahatan pendengki bila ia dengki"".",lainnya,dari jahat dengki bila dengki
114,1,"Katakanlah: ""Aku berlindung kepada Tuhan (yang memelihara dan menguasai) manusia.",lainnya,kata aku lindung tuhan pelihara kuasa manusia
114,2,Raja manusia.,lainnya,raja manusia
114,3,Sembahan manusia.,lainnya,sembah manusia
114,4,"Dari kejahatan (bisikan) syaitan yang biasa bersembunyi,",lainnya,jahat bisik syaitan biasa sembunyi
114,5,"yang membisikkan (kejahatan) ke dalam dada manusia,",lainnya,bisik jahat dalam dada manusia
114,6,dari (golongan) jin dan manusia.,lainnya,golong jin manusia
